iso3,territorio,cod_local,anio,valor,sexo
ATG,Antigua y Barbuda,NA,1990,0,Total
ATG,Antigua y Barbuda,NA,1995,2.2,Total
ATG,Antigua y Barbuda,NA,1996,2.86,Total
ATG,Antigua y Barbuda,NA,1997,3.48,Total
ATG,Antigua y Barbuda,NA,1998,4.07,Total
ATG,Antigua y Barbuda,NA,1999,5.3,Total
ATG,Antigua y Barbuda,NA,2000,6.48222573702907,Total
ATG,Antigua y Barbuda,NA,2001,8.89928551450583,Total
ATG,Antigua y Barbuda,NA,2002,12.5,Total
ATG,Antigua y Barbuda,NA,2003,17.2286487816884,Total
ATG,Antigua y Barbuda,NA,2004,24.2665437161785,Total
ATG,Antigua y Barbuda,NA,2005,27,Total
ATG,Antigua y Barbuda,NA,2006,30,Total
ATG,Antigua y Barbuda,NA,2007,34,Total
ATG,Antigua y Barbuda,NA,2008,38,Total
ATG,Antigua y Barbuda,NA,2009,42,Total
ATG,Antigua y Barbuda,NA,2010,47,Total
ATG,Antigua y Barbuda,NA,2011,52,Total
ATG,Antigua y Barbuda,NA,2012,58,Total
ATG,Antigua y Barbuda,NA,2013,63.40000153,Total
ATG,Antigua y Barbuda,NA,2014,67.77999878,Total
ATG,Antigua y Barbuda,NA,2015,70,Total
ATG,Antigua y Barbuda,NA,2016,70.27159882,Total
ATG,Antigua y Barbuda,NA,2017,70.54419708,Total
ATG,Antigua y Barbuda,NA,2018,70.81790161,Total
ATG,Antigua y Barbuda,NA,2019,71.09259796,Total
ATG,Antigua y Barbuda,NA,2020,71.36840057,Total
ATG,Antigua y Barbuda,NA,2021,71.64530182,Total
ATG,Antigua y Barbuda,NA,2022,71.9233017,Total
ATG,Antigua y Barbuda,NA,2023,72.12409973,Total
ATG,Antigua y Barbuda,NA,2024,72.73040009,Total
ARG,Argentina,NA,2016,71.9057,Hombres
ARG,Argentina,NA,2017,75.1706,Hombres
ARG,Argentina,NA,2021,87.8221,Hombres
ARG,Argentina,NA,2022,88.69,Hombres
ARG,Argentina,NA,2023,89.44,Hombres
ARG,Argentina,NA,2024,90.222,Hombres
ARG,Argentina,NA,2016,70.115,Mujeres
ARG,Argentina,NA,2017,73.492,Mujeres
ARG,Argentina,NA,2021,86.5182,Mujeres
ARG,Argentina,NA,2022,88.08,Mujeres
ARG,Argentina,NA,2023,89.03,Mujeres
ARG,Argentina,NA,2024,89.1403,Mujeres
ARG,Argentina,NA,1990,0,Total
ARG,Argentina,NA,1992,0.00299,Total
ARG,Argentina,NA,1993,0.0295,Total
ARG,Argentina,NA,1994,0.0437,Total
ARG,Argentina,NA,1995,0.0863,Total
ARG,Argentina,NA,1996,0.142,Total
ARG,Argentina,NA,1997,0.28,Total
ARG,Argentina,NA,1998,0.831,Total
ARG,Argentina,NA,1999,3.28,Total
ARG,Argentina,NA,2000,7.0386830862178,Total
ARG,Argentina,NA,2001,9.78080728532407,Total
ARG,Argentina,NA,2002,10.8821243775325,Total
ARG,Argentina,NA,2003,11.9136965509954,Total
ARG,Argentina,NA,2004,16.0366841054923,Total
ARG,Argentina,NA,2005,17.7205833696065,Total
ARG,Argentina,NA,2006,20.9272021035896,Total
ARG,Argentina,NA,2007,25.9466329403819,Total
ARG,Argentina,NA,2008,28.1126234799907,Total
ARG,Argentina,NA,2009,34,Total
ARG,Argentina,NA,2010,45,Total
ARG,Argentina,NA,2011,51,Total
ARG,Argentina,NA,2012,55.79999924,Total
ARG,Argentina,NA,2013,59.90000153,Total
ARG,Argentina,NA,2014,64.69999695,Total
ARG,Argentina,NA,2015,68.0430641088122,Total
ARG,Argentina,NA,2016,70.9689808206024,Total
ARG,Argentina,NA,2017,74.2949068657957,Total
ARG,Argentina,NA,2018,77.7,Total
ARG,Argentina,NA,2019,79.9469520347551,Total
ARG,Argentina,NA,2020,85.51438646,Total
ARG,Argentina,NA,2021,87.15070683,Total
ARG,Argentina,NA,2022,88.37535691,Total
ARG,Argentina,NA,2023,89.22897166,Total
ARG,Argentina,NA,2024,89.66715228,Total
ABW,Aruba,NA,1990,0,Total
ABW,Aruba,NA,1996,2.77,Total
ABW,Aruba,NA,1999,4.51,Total
ABW,Aruba,NA,2000,15.4428229480349,Total
ABW,Aruba,NA,2001,17.1,Total
ABW,Aruba,NA,2002,18.8,Total
ABW,Aruba,NA,2003,20.8,Total
ABW,Aruba,NA,2004,23,Total
ABW,Aruba,NA,2005,25.4,Total
ABW,Aruba,NA,2006,28,Total
ABW,Aruba,NA,2007,30.9,Total
ABW,Aruba,NA,2008,52,Total
ABW,Aruba,NA,2009,58,Total
ABW,Aruba,NA,2010,62,Total
ABW,Aruba,NA,2011,69,Total
ABW,Aruba,NA,2012,74,Total
ABW,Aruba,NA,2013,78.9,Total
ABW,Aruba,NA,2014,83.78,Total
ABW,Aruba,NA,2015,88.661226932496,Total
ABW,Aruba,NA,2016,93.542453865048,Total
ABW,Aruba,NA,2017,97.17,Total
BHS,Bahamas,NA,2010,62.2767,Hombres
BHS,Bahamas,NA,2010,67.0357,Mujeres
BHS,Bahamas,NA,1990,0,Total
BHS,Bahamas,NA,1995,0.96,Total
BHS,Bahamas,NA,1996,1.75,Total
BHS,Bahamas,NA,1997,1.36,Total
BHS,Bahamas,NA,1998,2.34,Total
BHS,Bahamas,NA,1999,3.76,Total
BHS,Bahamas,NA,2000,8,Total
BHS,Bahamas,NA,2001,11.8,Total
BHS,Bahamas,NA,2002,18,Total
BHS,Bahamas,NA,2003,20,Total
BHS,Bahamas,NA,2004,22,Total
BHS,Bahamas,NA,2005,25,Total
BHS,Bahamas,NA,2006,26,Total
BHS,Bahamas,NA,2007,27,Total
BHS,Bahamas,NA,2008,31.54,Total
BHS,Bahamas,NA,2009,33.88,Total
BHS,Bahamas,NA,2010,43,Total
BHS,Bahamas,NA,2011,65,Total
BHS,Bahamas,NA,2012,71.74819946,Total
BHS,Bahamas,NA,2013,72,Total
BHS,Bahamas,NA,2014,76.91999817,Total
BHS,Bahamas,NA,2015,78,Total
BHS,Bahamas,NA,2016,80,Total
BHS,Bahamas,NA,2017,80.59999847,Total
BHS,Bahamas,NA,2018,83,Total
BHS,Bahamas,NA,2019,90.69329834,Total
BHS,Bahamas,NA,2020,92.4437027,Total
BHS,Bahamas,NA,2021,92.34980011,Total
BHS,Bahamas,NA,2022,92.2559967,Total
BHS,Bahamas,NA,2023,92.38729858,Total
BHS,Bahamas,NA,2024,92.47270203,Total
BRB,Barbados,NA,1990,0,Total
BRB,Barbados,NA,1995,0.00775,Total
BRB,Barbados,NA,1996,0.389,Total
BRB,Barbados,NA,1997,0.783,Total
BRB,Barbados,NA,1998,1.97,Total
BRB,Barbados,NA,1999,2.38,Total
BRB,Barbados,NA,2000,3.97367835457927,Total
BRB,Barbados,NA,2001,11.9364503383984,Total
BRB,Barbados,NA,2002,27.836322424146,Total
BRB,Barbados,NA,2003,39.6896271159532,Total
BRB,Barbados,NA,2004,49.8,Total
BRB,Barbados,NA,2005,52.5,Total
BRB,Barbados,NA,2006,55.29999924,Total
BRB,Barbados,NA,2007,58.20000076,Total
BRB,Barbados,NA,2008,61.40000153,Total
BRB,Barbados,NA,2009,64.69999695,Total
BRB,Barbados,NA,2010,65.09999847,Total
BRB,Barbados,NA,2011,66.5,Total
BRB,Barbados,NA,2012,71.19999695,Total
BRB,Barbados,NA,2013,71.80000305,Total
BRB,Barbados,NA,2014,71.92459869,Total
BRB,Barbados,NA,2015,72.04940033,Total
BRB,Barbados,NA,2016,71.57299805,Total
BRB,Barbados,NA,2017,71.14849854,Total
BRB,Barbados,NA,2018,70.72650146,Total
BRB,Barbados,NA,2019,70.30709839,Total
BRB,Barbados,NA,2020,69.89009857,Total
BRB,Barbados,NA,2021,69.4756012,Total
BRB,Barbados,NA,2022,69.06359863,Total
BRB,Barbados,NA,2023,69.67510223,Total
BRB,Barbados,NA,2024,70.36470032,Total
BLZ,Belice,NA,2010,28.0629,Hombres
BLZ,Belice,NA,2024,78.2689,Hombres
BLZ,Belice,NA,2010,28.3996,Mujeres
BLZ,Belice,NA,2024,81.712,Mujeres
BLZ,Belice,NA,1990,0,Total
BLZ,Belice,NA,1995,0.0454,Total
BLZ,Belice,NA,1996,0.883,Total
BLZ,Belice,NA,1997,1.29,Total
BLZ,Belice,NA,1998,2.09,Total
